College,Graduated,Sector,Dropout,Dropout
ROC Aventus,2006,"Voedsel, groen en gastvrijheid",1,108
ROC Aventus,2006,Zakelijke dienstverlening en veiligheid,0,336
ROC Aventus,2006,Zakelijke dienstverlening en veiligheid,1,111
ROC Aventus,2006,"Zorg, welzijn en sport",0,609
ROC Aventus,2006,"Zorg, welzijn en sport",1,140
ROC Aventus,2007,Bovensectoraal,1,83
ROC Aventus,2007,Bovensectoraal,0,53
ROC Aventus,2007,Creatieve industrie en ICT,0,125
ROC Aventus,2007,Creatieve industrie en ICT,1,28
ROC Aventus,2007,Handel,0,232
ROC Aventus,2007,Handel,1,66
ROC Aventus,2007,"Mobiliteit, transport, logistiek, maritiem",0,369
ROC Aventus,2007,"Mobiliteit, transport, logistiek, maritiem",1,60
ROC Aventus,2007,Techniek en gebouwde omgeving,0,353
ROC Aventus,2007,Techniek en gebouwde omgeving,1,122
ROC Aventus,2007,"Voedsel, groen en gastvrijheid",0,288
ROC Aventus,2007,"Voedsel, groen en gastvrijheid",1,106
ROC Aventus,2007,Zakelijke dienstverlening en veiligheid,0,308
ROC Aventus,2007,Zakelijke dienstverlening en veiligheid,1,105
ROC Aventus,2007,"Zorg, welzijn en sport",0,660
ROC Aventus,2007,"Zorg, welzijn en sport",1,148
ROC Aventus,2008,Bovensectoraal,1,67
ROC Aventus,2008,Bovensectoraal,0,59
ROC Aventus,2008,Creatieve industrie en ICT,0,127
ROC Aventus,2008,Creatieve industrie en ICT,1,33
ROC Aventus,2008,Handel,0,214
ROC Aventus,2008,Handel,1,76
ROC Aventus,2008,"Mobiliteit, transport, logistiek, maritiem",0,361
ROC Aventus,2008,"Mobiliteit, transport, logistiek, maritiem",1,50
ROC Aventus,2008,Techniek en gebouwde omgeving,0,355
ROC Aventus,2008,Techniek en gebouwde omgeving,1,115
ROC Aventus,2008,"Voedsel, groen en gastvrijheid",0,276
ROC Aventus,2008,"Voedsel, groen en gastvrijheid",1,74
ROC Aventus,2008,Zakelijke dienstverlening en veiligheid,0,325
ROC Aventus,2008,Zakelijke dienstverlening en veiligheid,1,140
ROC Aventus,2008,"Zorg, welzijn en sport",0,783
ROC Aventus,2008,"Zorg, welzijn en sport",1,178
ROC Aventus,2009,Bovensectoraal,1,38
ROC Aventus,2009,Bovensectoraal,0,27
ROC Aventus,2009,Creatieve industrie en ICT,0,73
ROC Aventus,2009,Creatieve industrie en ICT,1,36
ROC Aventus,2009,Handel,0,199
ROC Aventus,2009,Handel,1,76
ROC Aventus,2009,"Mobiliteit, transport, logistiek, maritiem",0,305
ROC Aventus,2009,"Mobiliteit, transport, logistiek, maritiem",1,46
ROC Aventus,2009,Techniek en gebouwde omgeving,0,380
ROC Aventus,2009,Techniek en gebouwde omgeving,1,116
ROC Aventus,2009,"Voedsel, groen en gastvrijheid",0,260
ROC Aventus,2009,"Voedsel, groen en gastvrijheid",1,81
ROC Aventus,2009,Zakelijke dienstverlening en veiligheid,0,350
ROC Aventus,2009,Zakelijke dienstverlening en veiligheid,1,102
ROC Aventus,2009,"Zorg, welzijn en sport",0,802
ROC Aventus,2009,"Zorg, welzijn en sport",1,149
ROC Aventus,2010,Bovensectoraal,0,42
ROC Aventus,2010,Bovensectoraal,1,39
ROC Aventus,2010,Creatieve industrie en ICT,0,77
ROC Aventus,2010,Creatieve industrie en ICT,1,36
ROC Aventus,2010,Handel,0,200
ROC Aventus,2010,Handel,1,74
ROC Aventus,2010,"Mobiliteit, transport, logistiek, maritiem",0,363
ROC Aventus,2010,"Mobiliteit, transport, logistiek, maritiem",1,50
ROC Aventus,2010,Techniek en gebouwde omgeving,0,387
ROC Aventus,2010,Techniek en gebouwde omgeving,1,106
ROC Aventus,2010,"Voedsel, groen en gastvrijheid",0,254
ROC Aventus,2010,"Voedsel, groen en gastvrijheid",1,65
ROC Aventus,2010,Zakelijke dienstverlening en veiligheid,0,333
ROC Aventus,2010,Zakelijke dienstverlening en veiligheid,1,96
ROC Aventus,2010,"Zorg, welzijn en sport",0,698
ROC Aventus,2010,"Zorg, welzijn en sport",1,178
ROC Aventus,2011,Bovensectoraal,1,45
ROC Aventus,2011,Bovensectoraal,0,40
ROC Aventus,2011,Creatieve industrie en ICT,0,100
ROC Aventus,2011,Creatieve industrie en ICT,1,38
ROC Aventus,2011,Handel,0,275
ROC Aventus,2011,Handel,1,59
ROC Aventus,2011,"Mobiliteit, transport, logistiek, maritiem",0,391
ROC Aventus,2011,"Mobiliteit, transport, logistiek, maritiem",1,46
ROC Aventus,2011,Techniek en gebouwde omgeving,0,437
ROC Aventus,2011,Techniek en gebouwde omgeving,1,74
ROC Aventus,2011,"Voedsel, groen en gastvrijheid",0,262
ROC Aventus,2011,"Voedsel, groen en gastvrijheid",1,77
ROC Aventus,2011,Zakelijke dienstverlening en veiligheid,0,343
ROC Aventus,2011,Zakelijke dienstverlening en veiligheid,1,94
ROC Aventus,2011,"Zorg, welzijn en sport",0,795
ROC Aventus,2011,"Zorg, welzijn en sport",1,255
ROC Aventus,2012,Bovensectoraal,0,48
ROC Aventus,2012,Bovensectoraal,1,38
ROC Aventus,2012,Creatieve industrie en ICT,0,189
ROC Aventus,2012,Creatieve industrie en ICT,1,46
ROC Aventus,2012,Handel,0,246
ROC Aventus,2012,Handel,1,80
ROC Aventus,2012,"Mobiliteit, transport, logistiek, maritiem",0,371
ROC Aventus,2012,"Mobiliteit, transport, logistiek, maritiem",1,53
