College,Graduated,Sector,Dropout,Dropout
ROC Friese Poort,2012,"Voedsel, groen en gastvrijheid",1,29
ROC Friese Poort,2012,Zakelijke dienstverlening en veiligheid,0,430
ROC Friese Poort,2012,Zakelijke dienstverlening en veiligheid,1,73
ROC Friese Poort,2012,"Zorg, welzijn en sport",0,1385
ROC Friese Poort,2012,"Zorg, welzijn en sport",1,172
ROC Friese Poort,2013,Bovensectoraal,0,72
ROC Friese Poort,2013,Bovensectoraal,1,48
ROC Friese Poort,2013,Creatieve industrie en ICT,0,334
ROC Friese Poort,2013,Creatieve industrie en ICT,1,38
ROC Friese Poort,2013,Handel,0,286
ROC Friese Poort,2013,Handel,1,46
ROC Friese Poort,2013,"Mobiliteit, transport, logistiek, maritiem",0,73
ROC Friese Poort,2013,"Mobiliteit, transport, logistiek, maritiem",1,12
ROC Friese Poort,2013,Techniek en gebouwde omgeving,0,544
ROC Friese Poort,2013,Techniek en gebouwde omgeving,1,54
ROC Friese Poort,2013,"Voedsel, groen en gastvrijheid",0,125
ROC Friese Poort,2013,"Voedsel, groen en gastvrijheid",1,14
ROC Friese Poort,2013,Zakelijke dienstverlening en veiligheid,0,400
ROC Friese Poort,2013,Zakelijke dienstverlening en veiligheid,1,61
ROC Friese Poort,2013,"Zorg, welzijn en sport",0,1564
ROC Friese Poort,2013,"Zorg, welzijn en sport",1,167
ROC Friese Poort,2014,Bovensectoraal,1,20
ROC Friese Poort,2014,Bovensectoraal,0,16
ROC Friese Poort,2014,Creatieve industrie en ICT,0,294
ROC Friese Poort,2014,Creatieve industrie en ICT,1,124
ROC Friese Poort,2014,Handel,0,355
ROC Friese Poort,2014,Handel,1,56
ROC Friese Poort,2014,"Mobiliteit, transport, logistiek, maritiem",0,89
ROC Friese Poort,2014,"Mobiliteit, transport, logistiek, maritiem",1,12
ROC Friese Poort,2014,Techniek en gebouwde omgeving,0,582
ROC Friese Poort,2014,Techniek en gebouwde omgeving,1,59
ROC Friese Poort,2014,"Voedsel, groen en gastvrijheid",0,162
ROC Friese Poort,2014,"Voedsel, groen en gastvrijheid",1,25
ROC Friese Poort,2014,Zakelijke dienstverlening en veiligheid,0,508
ROC Friese Poort,2014,Zakelijke dienstverlening en veiligheid,1,56
ROC Friese Poort,2014,"Zorg, welzijn en sport",0,1708
ROC Friese Poort,2014,"Zorg, welzijn en sport",1,168
ROC Friese Poort,2015,Bovensectoraal,0,45
ROC Friese Poort,2015,Bovensectoraal,1,34
ROC Friese Poort,2015,Creatieve industrie en ICT,0,321
ROC Friese Poort,2015,Creatieve industrie en ICT,1,57
ROC Friese Poort,2015,Handel,0,448
ROC Friese Poort,2015,Handel,1,59
ROC Friese Poort,2015,"Mobiliteit, transport, logistiek, maritiem",0,156
ROC Friese Poort,2015,"Mobiliteit, transport, logistiek, maritiem",1,13
ROC Friese Poort,2015,Techniek en gebouwde omgeving,0,633
ROC Friese Poort,2015,Techniek en gebouwde omgeving,1,96
ROC Friese Poort,2015,"Voedsel, groen en gastvrijheid",0,174
ROC Friese Poort,2015,"Voedsel, groen en gastvrijheid",1,34
ROC Friese Poort,2015,Zakelijke dienstverlening en veiligheid,0,591
ROC Friese Poort,2015,Zakelijke dienstverlening en veiligheid,1,75
ROC Friese Poort,2015,"Zorg, welzijn en sport",0,1617
ROC Friese Poort,2015,"Zorg, welzijn en sport",1,150
ROC Friesland College,2005,Bovensectoraal,1,106
ROC Friesland College,2005,Bovensectoraal,0,45
ROC Friesland College,2005,Creatieve industrie en ICT,0,146
ROC Friesland College,2005,Creatieve industrie en ICT,1,59
ROC Friesland College,2005,Handel,0,155
ROC Friesland College,2005,Handel,1,84
ROC Friesland College,2005,"Mobiliteit, transport, logistiek, maritiem",0,165
ROC Friesland College,2005,"Mobiliteit, transport, logistiek, maritiem",1,63
ROC Friesland College,2005,Techniek en gebouwde omgeving,0,271
ROC Friesland College,2005,Techniek en gebouwde omgeving,1,140
ROC Friesland College,2005,"Voedsel, groen en gastvrijheid",0,197
ROC Friesland College,2005,"Voedsel, groen en gastvrijheid",1,113
ROC Friesland College,2005,Zakelijke dienstverlening en veiligheid,0,187
ROC Friesland College,2005,Zakelijke dienstverlening en veiligheid,1,147
ROC Friesland College,2005,"Zorg, welzijn en sport",0,616
ROC Friesland College,2005,"Zorg, welzijn en sport",1,177
ROC Friesland College,2006,Bovensectoraal,1,82
ROC Friesland College,2006,Bovensectoraal,0,70
ROC Friesland College,2006,Creatieve industrie en ICT,0,103
ROC Friesland College,2006,Creatieve industrie en ICT,1,63
ROC Friesland College,2006,Handel,0,144
ROC Friesland College,2006,Handel,1,73
ROC Friesland College,2006,"Mobiliteit, transport, logistiek, maritiem",0,183
ROC Friesland College,2006,"Mobiliteit, transport, logistiek, maritiem",1,54
ROC Friesland College,2006,Techniek en gebouwde omgeving,0,317
ROC Friesland College,2006,Techniek en gebouwde omgeving,1,86
ROC Friesland College,2006,"Voedsel, groen en gastvrijheid",0,266
ROC Friesland College,2006,"Voedsel, groen en gastvrijheid",1,105
ROC Friesland College,2006,Zakelijke dienstverlening en veiligheid,0,192
ROC Friesland College,2006,Zakelijke dienstverlening en veiligheid,1,81
ROC Friesland College,2006,"Zorg, welzijn en sport",0,766
ROC Friesland College,2006,"Zorg, welzijn en sport",1,192
ROC Friesland College,2007,Bovensectoraal,1,79
ROC Friesland College,2007,Bovensectoraal,0,67
ROC Friesland College,2007,Creatieve industrie en ICT,0,108
ROC Friesland College,2007,Creatieve industrie en ICT,1,77
ROC Friesland College,2007,Handel,0,165
ROC Friesland College,2007,Handel,1,81
ROC Friesland College,2007,"Mobiliteit, transport, logistiek, maritiem",0,177
ROC Friesland College,2007,"Mobiliteit, transport, logistiek, maritiem",1,63
ROC Friesland College,2007,Techniek en gebouwde omgeving,0,271
ROC Friesland College,2007,Techniek en gebouwde omgeving,1,79
ROC Friesland College,2007,"Voedsel, groen en gastvrijheid",0,231
ROC Friesland College,2007,"Voedsel, groen en gastvrijheid",1,92
ROC Friesland College,2007,Zakelijke dienstverlening en veiligheid,0,208
ROC Friesland College,2007,Zakelijke dienstverlening en veiligheid,1,78
ROC Friesland College,2007,"Zorg, welzijn en sport",0,819
ROC Friesland College,2007,"Zorg, welzijn en sport",1,233
ROC Friesland College,2008,Bovensectoraal,1,56
ROC Friesland College,2008,Bovensectoraal,0,45
ROC Friesland College,2008,Creatieve industrie en ICT,0,105
ROC Friesland College,2008,Creatieve industrie en ICT,1,61
ROC Friesland College,2008,Handel,0,200
ROC Friesland College,2008,Handel,1,63
ROC Friesland College,2008,"Mobiliteit, transport, logistiek, maritiem",0,176
ROC Friesland College,2008,"Mobiliteit, transport, logistiek, maritiem",1,44
ROC Friesland College,2008,Techniek en gebouwde omgeving,0,265
ROC Friesland College,2008,Techniek en gebouwde omgeving,1,60
ROC Friesland College,2008,"Voedsel, groen en gastvrijheid",0,223
ROC Friesland College,2008,"Voedsel, groen en gastvrijheid",1,76
ROC Friesland College,2008,Zakelijke dienstverlening en veiligheid,0,172
ROC Friesland College,2008,Zakelijke dienstverlening en veiligheid,1,54
ROC Friesland College,2008,"Zorg, welzijn en sport",0,783
ROC Friesland College,2008,"Zorg, welzijn en sport",1,183
ROC Friesland College,2009,Bovensectoraal,0,62
ROC Friesland College,2009,Bovensectoraal,1,41
ROC Friesland College,2009,Creatieve industrie en ICT,0,100
ROC Friesland College,2009,Creatieve industrie en ICT,1,48
ROC Friesland College,2009,Handel,0,140
ROC Friesland College,2009,Handel,1,41
ROC Friesland College,2009,"Mobiliteit, transport, logistiek, maritiem",0,175
ROC Friesland College,2009,"Mobiliteit, transport, logistiek, maritiem",1,50
ROC Friesland College,2009,Techniek en gebouwde omgeving,0,274
ROC Friesland College,2009,Techniek en gebouwde omgeving,1,73
ROC Friesland College,2009,"Voedsel, groen en gastvrijheid",0,257
ROC Friesland College,2009,"Voedsel, groen en gastvrijheid",1,56
ROC Friesland College,2009,Zakelijke dienstverlening en veiligheid,0,126
ROC Friesland College,2009,Zakelijke dienstverlening en veiligheid,1,45
ROC Friesland College,2009,"Zorg, welzijn en sport",0,776
ROC Friesland College,2009,"Zorg, welzijn en sport",1,134
ROC Friesland College,2010,Bovensectoraal,0,71
ROC Friesland College,2010,Bovensectoraal,1,53
ROC Friesland College,2010,Creatieve industrie en ICT,0,137
ROC Friesland College,2010,Creatieve industrie en ICT,1,51
ROC Friesland College,2010,Handel,0,168
ROC Friesland College,2010,Handel,1,28
ROC Friesland College,2010,"Mobiliteit, transport, logistiek, maritiem",0,182
ROC Friesland College,2010,"Mobiliteit, transport, logistiek, maritiem",1,31
ROC Friesland College,2010,Specialistisch vakmanschap ,0,1
ROC Friesland College,2010,Specialistisch vakmanschap ,1,1
ROC Friesland College,2010,Techniek en gebouwde omgeving,0,263
ROC Friesland College,2010,Techniek en gebouwde omgeving,1,62
ROC Friesland College,2010,"Voedsel, groen en gastvrijheid",0,214
ROC Friesland College,2010,"Voedsel, groen en gastvrijheid",1,35
ROC Friesland College,2010,Zakelijke dienstverlening en veiligheid,0,134
ROC Friesland College,2010,Zakelijke dienstverlening en veiligheid,1,38
ROC Friesland College,2010,"Zorg, welzijn en sport",0,816
ROC Friesland College,2010,"Zorg, welzijn en sport",1,165
ROC Friesland College,2011,Bovensectoraal,0,107
ROC Friesland College,2011,Bovensectoraal,1,50
ROC Friesland College,2011,Creatieve industrie en ICT,0,167
ROC Friesland College,2011,Creatieve industrie en ICT,1,61
ROC Friesland College,2011,Handel,0,164
ROC Friesland College,2011,Handel,1,29
ROC Friesland College,2011,"Mobiliteit, transport, logistiek, maritiem",0,195
ROC Friesland College,2011,"Mobiliteit, transport, logistiek, maritiem",1,36
ROC Friesland College,2011,Specialistisch vakmanschap ,1,2
ROC Friesland College,2011,Techniek en gebouwde omgeving,0,342
ROC Friesland College,2011,Techniek en gebouwde omgeving,1,49
ROC Friesland College,2011,"Voedsel, groen en gastvrijheid",0,211
ROC Friesland College,2011,"Voedsel, groen en gastvrijheid",1,46
ROC Friesland College,2011,Zakelijke dienstverlening en veiligheid,0,150
ROC Friesland College,2011,Zakelijke dienstverlening en veiligheid,1,37
ROC Friesland College,2011,"Zorg, welzijn en sport",0,797
ROC Friesland College,2011,"Zorg, welzijn en sport",1,151
ROC Friesland College,2012,Bovensectoraal,0,111
ROC Friesland College,2012,Bovensectoraal,1,60
ROC Friesland College,2012,Creatieve industrie en ICT,0,197
ROC Friesland College,2012,Creatieve industrie en ICT,1,65
ROC Friesland College,2012,Handel,0,235
ROC Friesland College,2012,Handel,1,39
ROC Friesland College,2012,"Mobiliteit, transport, logistiek, maritiem",0,176
ROC Friesland College,2012,"Mobiliteit, transport, logistiek, maritiem",1,25
ROC Friesland College,2012,Specialistisch vakmanschap ,0,7
ROC Friesland College,2012,Techniek en gebouwde omgeving,0,223
ROC Friesland College,2012,Techniek en gebouwde omgeving,1,39
ROC Friesland College,2012,"Voedsel, groen en gastvrijheid",0,225
ROC Friesland College,2012,"Voedsel, groen en gastvrijheid",1,56
ROC Friesland College,2012,Zakelijke dienstverlening en veiligheid,0,159
ROC Friesland College,2012,Zakelijke dienstverlening en veiligheid,1,32
ROC Friesland College,2012,"Zorg, welzijn en sport",0,770
ROC Friesland College,2012,"Zorg, welzijn en sport",1,156
ROC Friesland College,2013,Bovensectoraal,0,73
ROC Friesland College,2013,Bovensectoraal,1,52
ROC Friesland College,2013,Creatieve industrie en ICT,0,216
ROC Friesland College,2013,Creatieve industrie en ICT,1,85
ROC Friesland College,2013,Handel,0,167
ROC Friesland College,2013,Handel,1,38
ROC Friesland College,2013,"Mobiliteit, transport, logistiek, maritiem",0,213
ROC Friesland College,2013,"Mobiliteit, transport, logistiek, maritiem",1,23
ROC Friesland College,2013,Specialistisch vakmanschap ,0,7
ROC Friesland College,2013,Specialistisch vakmanschap ,1,1
ROC Friesland College,2013,Techniek en gebouwde omgeving,0,246
ROC Friesland College,2013,Techniek en gebouwde omgeving,1,46
ROC Friesland College,2013,"Voedsel, groen en gastvrijheid",0,245
ROC Friesland College,2013,"Voedsel, groen en gastvrijheid",1,63
ROC Friesland College,2013,Zakelijke dienstverlening en veiligheid,0,133
ROC Friesland College,2013,Zakelijke dienstverlening en veiligheid,1,32
ROC Friesland College,2013,"Zorg, welzijn en sport",0,920
ROC Friesland College,2013,"Zorg, welzijn en sport",1,132
ROC Friesland College,2014,Bovensectoraal,0,45
ROC Friesland College,2014,Bovensectoraal,1,19
ROC Friesland College,2014,Creatieve industrie en ICT,0,263
ROC Friesland College,2014,Creatieve industrie en ICT,1,105
ROC Friesland College,2014,Handel,0,205
ROC Friesland College,2014,Handel,1,32
ROC Friesland College,2014,"Mobiliteit, transport, logistiek, maritiem",0,222
ROC Friesland College,2014,"Mobiliteit, transport, logistiek, maritiem",1,34
ROC Friesland College,2014,Specialistisch vakmanschap ,0,10
ROC Friesland College,2014,Techniek en gebouwde omgeving,0,261
ROC Friesland College,2014,Techniek en gebouwde omgeving,1,37
ROC Friesland College,2014,"Voedsel, groen en gastvrijheid",0,304
ROC Friesland College,2014,"Voedsel, groen en gastvrijheid",1,45
ROC Friesland College,2014,Zakelijke dienstverlening en veiligheid,0,144
ROC Friesland College,2014,Zakelijke dienstverlening en veiligheid,1,22
ROC Friesland College,2014,"Zorg, welzijn en sport",0,1044
ROC Friesland College,2014,"Zorg, welzijn en sport",1,143
ROC Friesland College,2015,Bovensectoraal,1,43
ROC Friesland College,2015,Bovensectoraal,0,27
ROC Friesland College,2015,Creatieve industrie en ICT,0,347
ROC Friesland College,2015,Creatieve industrie en ICT,1,114
ROC Friesland College,2015,Handel,0,220
ROC Friesland College,2015,Handel,1,45
ROC Friesland College,2015,"Mobiliteit, transport, logistiek, maritiem",0,219
ROC Friesland College,2015,"Mobiliteit, transport, logistiek, maritiem",1,30
ROC Friesland College,2015,Specialistisch vakmanschap ,0,8
ROC Friesland College,2015,Specialistisch vakmanschap ,1,2
ROC Friesland College,2015,Techniek en gebouwde omgeving,0,266
ROC Friesland College,2015,Techniek en gebouwde omgeving,1,53
ROC Friesland College,2015,"Voedsel, groen en gastvrijheid",0,332
ROC Friesland College,2015,"Voedsel, groen en gastvrijheid",1,48
ROC Friesland College,2015,Zakelijke dienstverlening en veiligheid,0,170
ROC Friesland College,2015,Zakelijke dienstverlening en veiligheid,1,28
ROC Friesland College,2015,"Zorg, welzijn en sport",0,1048
ROC Friesland College,2015,"Zorg, welzijn en sport",1,153
ROC Gilde Opleidingen,2005,Bovensectoraal,0,49
ROC Gilde Opleidingen,2005,Bovensectoraal,1,47
ROC Gilde Opleidingen,2005,Creatieve industrie en ICT,0,91
ROC Gilde Opleidingen,2005,Creatieve industrie en ICT,1,37
ROC Gilde Opleidingen,2005,Handel,0,203
ROC Gilde Opleidingen,2005,Handel,1,170
ROC Gilde Opleidingen,2005,"Mobiliteit, transport, logistiek, maritiem",1,127
ROC Gilde Opleidingen,2005,"Mobiliteit, transport, logistiek, maritiem",0,126
ROC Gilde Opleidingen,2005,Specialistisch vakmanschap ,0,17
ROC Gilde Opleidingen,2005,Specialistisch vakmanschap ,1,4
ROC Gilde Opleidingen,2005,Techniek en gebouwde omgeving,0,309
ROC Gilde Opleidingen,2005,Techniek en gebouwde omgeving,1,137
ROC Gilde Opleidingen,2005,"Voedsel, groen en gastvrijheid",1,223
ROC Gilde Opleidingen,2005,"Voedsel, groen en gastvrijheid",0,215
ROC Gilde Opleidingen,2005,Zakelijke dienstverlening en veiligheid,0,202
ROC Gilde Opleidingen,2005,Zakelijke dienstverlening en veiligheid,1,76
ROC Gilde Opleidingen,2005,"Zorg, welzijn en sport",0,520
ROC Gilde Opleidingen,2005,"Zorg, welzijn en sport",1,257
ROC Gilde Opleidingen,2006,Bovensectoraal,1,55
ROC Gilde Opleidingen,2006,Bovensectoraal,0,48
ROC Gilde Opleidingen,2006,Creatieve industrie en ICT,0,98
ROC Gilde Opleidingen,2006,Creatieve industrie en ICT,1,33
ROC Gilde Opleidingen,2006,Handel,0,227
ROC Gilde Opleidingen,2006,Handel,1,82
ROC Gilde Opleidingen,2006,"Mobiliteit, transport, logistiek, maritiem",0,183
ROC Gilde Opleidingen,2006,"Mobiliteit, transport, logistiek, maritiem",1,83
ROC Gilde Opleidingen,2006,Specialistisch vakmanschap ,0,19
ROC Gilde Opleidingen,2006,Specialistisch vakmanschap ,1,6
ROC Gilde Opleidingen,2006,Techniek en gebouwde omgeving,0,343
ROC Gilde Opleidingen,2006,Techniek en gebouwde omgeving,1,81
ROC Gilde Opleidingen,2006,"Voedsel, groen en gastvrijheid",0,191
ROC Gilde Opleidingen,2006,"Voedsel, groen en gastvrijheid",1,113
ROC Gilde Opleidingen,2006,Zakelijke dienstverlening en veiligheid,0,223
ROC Gilde Opleidingen,2006,Zakelijke dienstverlening en veiligheid,1,63
ROC Gilde Opleidingen,2006,"Zorg, welzijn en sport",0,667
ROC Gilde Opleidingen,2006,"Zorg, welzijn en sport",1,166
ROC Gilde Opleidingen,2007,Bovensectoraal,0,44
ROC Gilde Opleidingen,2007,Bovensectoraal,1,43
ROC Gilde Opleidingen,2007,Creatieve industrie en ICT,0,93
ROC Gilde Opleidingen,2007,Creatieve industrie en ICT,1,20
ROC Gilde Opleidingen,2007,Handel,0,279
ROC Gilde Opleidingen,2007,Handel,1,77
ROC Gilde Opleidingen,2007,"Mobiliteit, transport, logistiek, maritiem",0,179
ROC Gilde Opleidingen,2007,"Mobiliteit, transport, logistiek, maritiem",1,94
ROC Gilde Opleidingen,2007,Specialistisch vakmanschap ,0,17
ROC Gilde Opleidingen,2007,Specialistisch vakmanschap ,1,6
ROC Gilde Opleidingen,2007,Techniek en gebouwde omgeving,0,371
ROC Gilde Opleidingen,2007,Techniek en gebouwde omgeving,1,97
ROC Gilde Opleidingen,2007,"Voedsel, groen en gastvrijheid",0,143
ROC Gilde Opleidingen,2007,"Voedsel, groen en gastvrijheid",1,112
ROC Gilde Opleidingen,2007,Zakelijke dienstverlening en veiligheid,0,211
ROC Gilde Opleidingen,2007,Zakelijke dienstverlening en veiligheid,1,41
ROC Gilde Opleidingen,2007,"Zorg, welzijn en sport",0,716
ROC Gilde Opleidingen,2007,"Zorg, welzijn en sport",1,153
ROC Gilde Opleidingen,2008,Bovensectoraal,1,24
ROC Gilde Opleidingen,2008,Bovensectoraal,0,20
ROC Gilde Opleidingen,2008,Creatieve industrie en ICT,0,74
ROC Gilde Opleidingen,2008,Creatieve industrie en ICT,1,16
ROC Gilde Opleidingen,2008,Handel,0,250
ROC Gilde Opleidingen,2008,Handel,1,76
ROC Gilde Opleidingen,2008,"Mobiliteit, transport, logistiek, maritiem",0,210
ROC Gilde Opleidingen,2008,"Mobiliteit, transport, logistiek, maritiem",1,65
ROC Gilde Opleidingen,2008,Specialistisch vakmanschap ,0,23
ROC Gilde Opleidingen,2008,Specialistisch vakmanschap ,1,4
ROC Gilde Opleidingen,2008,Techniek en gebouwde omgeving,0,360
ROC Gilde Opleidingen,2008,Techniek en gebouwde omgeving,1,90
ROC Gilde Opleidingen,2008,"Voedsel, groen en gastvrijheid",0,239
ROC Gilde Opleidingen,2008,"Voedsel, groen en gastvrijheid",1,122
ROC Gilde Opleidingen,2008,Zakelijke dienstverlening en veiligheid,0,177
ROC Gilde Opleidingen,2008,Zakelijke dienstverlening en veiligheid,1,40
ROC Gilde Opleidingen,2008,"Zorg, welzijn en sport",0,701
ROC Gilde Opleidingen,2008,"Zorg, welzijn en sport",1,137
ROC Gilde Opleidingen,2009,Bovensectoraal,0,60
ROC Gilde Opleidingen,2009,Bovensectoraal,1,34
ROC Gilde Opleidingen,2009,Creatieve industrie en ICT,0,67
ROC Gilde Opleidingen,2009,Creatieve industrie en ICT,1,16
ROC Gilde Opleidingen,2009,Handel,0,331
ROC Gilde Opleidingen,2009,Handel,1,61
ROC Gilde Opleidingen,2009,"Mobiliteit, transport, logistiek, maritiem",0,226
ROC Gilde Opleidingen,2009,"Mobiliteit, transport, logistiek, maritiem",1,51
ROC Gilde Opleidingen,2009,Specialistisch vakmanschap ,0,18
ROC Gilde Opleidingen,2009,Specialistisch vakmanschap ,1,10
ROC Gilde Opleidingen,2009,Techniek en gebouwde omgeving,0,412
ROC Gilde Opleidingen,2009,Techniek en gebouwde omgeving,1,72
ROC Gilde Opleidingen,2009,"Voedsel, groen en gastvrijheid",0,253
ROC Gilde Opleidingen,2009,"Voedsel, groen en gastvrijheid",1,95
ROC Gilde Opleidingen,2009,Zakelijke dienstverlening en veiligheid,0,190
ROC Gilde Opleidingen,2009,Zakelijke dienstverlening en veiligheid,1,39
ROC Gilde Opleidingen,2009,"Zorg, welzijn en sport",0,857
ROC Gilde Opleidingen,2009,"Zorg, welzijn en sport",1,181
ROC Gilde Opleidingen,2010,Bovensectoraal,0,74
ROC Gilde Opleidingen,2010,Bovensectoraal,1,53
ROC Gilde Opleidingen,2010,Creatieve industrie en ICT,0,83
ROC Gilde Opleidingen,2010,Creatieve industrie en ICT,1,18
ROC Gilde Opleidingen,2010,Handel,0,313
ROC Gilde Opleidingen,2010,Handel,1,70
ROC Gilde Opleidingen,2010,"Mobiliteit, transport, logistiek, maritiem",0,202
ROC Gilde Opleidingen,2010,"Mobiliteit, transport, logistiek, maritiem",1,38
ROC Gilde Opleidingen,2010,Specialistisch vakmanschap ,0,27
ROC Gilde Opleidingen,2010,Specialistisch vakmanschap ,1,5
ROC Gilde Opleidingen,2010,Techniek en gebouwde omgeving,0,388
ROC Gilde Opleidingen,2010,Techniek en gebouwde omgeving,1,81
ROC Gilde Opleidingen,2010,"Voedsel, groen en gastvrijheid",0,312
ROC Gilde Opleidingen,2010,"Voedsel, groen en gastvrijheid",1,81
ROC Gilde Opleidingen,2010,Zakelijke dienstverlening en veiligheid,0,228
ROC Gilde Opleidingen,2010,Zakelijke dienstverlening en veiligheid,1,32
ROC Gilde Opleidingen,2010,"Zorg, welzijn en sport",0,892
ROC Gilde Opleidingen,2010,"Zorg, welzijn en sport",1,182
ROC Gilde Opleidingen,2011,Bovensectoraal,0,29
ROC Gilde Opleidingen,2011,Bovensectoraal,1,25
ROC Gilde Opleidingen,2011,Creatieve industrie en ICT,0,95
ROC Gilde Opleidingen,2011,Creatieve industrie en ICT,1,10
ROC Gilde Opleidingen,2011,Handel,0,270
ROC Gilde Opleidingen,2011,Handel,1,73
ROC Gilde Opleidingen,2011,"Mobiliteit, transport, logistiek, maritiem",0,216
ROC Gilde Opleidingen,2011,"Mobiliteit, transport, logistiek, maritiem",1,49
ROC Gilde Opleidingen,2011,Specialistisch vakmanschap ,0,26
ROC Gilde Opleidingen,2011,Specialistisch vakmanschap ,1,3
ROC Gilde Opleidingen,2011,Techniek en gebouwde omgeving,0,392
ROC Gilde Opleidingen,2011,Techniek en gebouwde omgeving,1,54
ROC Gilde Opleidingen,2011,"Voedsel, groen en gastvrijheid",0,251
ROC Gilde Opleidingen,2011,"Voedsel, groen en gastvrijheid",1,79
ROC Gilde Opleidingen,2011,Zakelijke dienstverlening en veiligheid,0,188
ROC Gilde Opleidingen,2011,Zakelijke dienstverlening en veiligheid,1,27
ROC Gilde Opleidingen,2011,"Zorg, welzijn en sport",0,875
ROC Gilde Opleidingen,2011,"Zorg, welzijn en sport",1,146
ROC Gilde Opleidingen,2012,Bovensectoraal,0,212
ROC Gilde Opleidingen,2012,Bovensectoraal,1,39
ROC Gilde Opleidingen,2012,Creatieve industrie en ICT,0,68
ROC Gilde Opleidingen,2012,Creatieve industrie en ICT,1,16
ROC Gilde Opleidingen,2012,Handel,0,324
ROC Gilde Opleidingen,2012,Handel,1,61
ROC Gilde Opleidingen,2012,"Mobiliteit, transport, logistiek, maritiem",0,243
ROC Gilde Opleidingen,2012,"Mobiliteit, transport, logistiek, maritiem",1,73
ROC Gilde Opleidingen,2012,Specialistisch vakmanschap ,0,28
ROC Gilde Opleidingen,2012,Specialistisch vakmanschap ,1,4
ROC Gilde Opleidingen,2012,Techniek en gebouwde omgeving,0,308
ROC Gilde Opleidingen,2012,Techniek en gebouwde omgeving,1,35
ROC Gilde Opleidingen,2012,"Voedsel, groen en gastvrijheid",0,249
ROC Gilde Opleidingen,2012,"Voedsel, groen en gastvrijheid",1,62
ROC Gilde Opleidingen,2012,Zakelijke dienstverlening en veiligheid,0,210
ROC Gilde Opleidingen,2012,Zakelijke dienstverlening en veiligheid,1,42
ROC Gilde Opleidingen,2012,"Zorg, welzijn en sport",0,903
ROC Gilde Opleidingen,2012,"Zorg, welzijn en sport",1,138
ROC Gilde Opleidingen,2013,Bovensectoraal,0,63
ROC Gilde Opleidingen,2013,Bovensectoraal,1,27
ROC Gilde Opleidingen,2013,Creatieve industrie en ICT,0,77
ROC Gilde Opleidingen,2013,Creatieve industrie en ICT,1,12
ROC Gilde Opleidingen,2013,Handel,0,281
ROC Gilde Opleidingen,2013,Handel,1,63
ROC Gilde Opleidingen,2013,"Mobiliteit, transport, logistiek, maritiem",0,285
ROC Gilde Opleidingen,2013,"Mobiliteit, transport, logistiek, maritiem",1,60
ROC Gilde Opleidingen,2013,Specialistisch vakmanschap ,0,18
ROC Gilde Opleidingen,2013,Specialistisch vakmanschap ,1,5
ROC Gilde Opleidingen,2013,Techniek en gebouwde omgeving,0,405
ROC Gilde Opleidingen,2013,Techniek en gebouwde omgeving,1,57
ROC Gilde Opleidingen,2013,"Voedsel, groen en gastvrijheid",0,251
ROC Gilde Opleidingen,2013,"Voedsel, groen en gastvrijheid",1,66
ROC Gilde Opleidingen,2013,Zakelijke dienstverlening en veiligheid,0,242
ROC Gilde Opleidingen,2013,Zakelijke dienstverlening en veiligheid,1,36
ROC Gilde Opleidingen,2013,"Zorg, welzijn en sport",0,857
ROC Gilde Opleidingen,2013,"Zorg, welzijn en sport",1,130
ROC Gilde Opleidingen,2014,Bovensectoraal,0,57
ROC Gilde Opleidingen,2014,Bovensectoraal,1,18
ROC Gilde Opleidingen,2014,Creatieve industrie en ICT,0,77
ROC Gilde Opleidingen,2014,Creatieve industrie en ICT,1,16
ROC Gilde Opleidingen,2014,Handel,0,339
ROC Gilde Opleidingen,2014,Handel,1,74
ROC Gilde Opleidingen,2014,"Mobiliteit, transport, logistiek, maritiem",0,432
ROC Gilde Opleidingen,2014,"Mobiliteit, transport, logistiek, maritiem",1,79
ROC Gilde Opleidingen,2014,Specialistisch vakmanschap ,0,26
ROC Gilde Opleidingen,2014,Specialistisch vakmanschap ,1,4
ROC Gilde Opleidingen,2014,Techniek en gebouwde omgeving,0,368
ROC Gilde Opleidingen,2014,Techniek en gebouwde omgeving,1,41
ROC Gilde Opleidingen,2014,"Voedsel, groen en gastvrijheid",0,226
ROC Gilde Opleidingen,2014,"Voedsel, groen en gastvrijheid",1,42
ROC Gilde Opleidingen,2014,Zakelijke dienstverlening en veiligheid,0,416
ROC Gilde Opleidingen,2014,Zakelijke dienstverlening en veiligheid,1,34
ROC Gilde Opleidingen,2014,"Zorg, welzijn en sport",0,929
ROC Gilde Opleidingen,2014,"Zorg, welzijn en sport",1,143
ROC Gilde Opleidingen,2015,Bovensectoraal,1,34
ROC Gilde Opleidingen,2015,Bovensectoraal,0,24
ROC Gilde Opleidingen,2015,Creatieve industrie en ICT,0,84
ROC Gilde Opleidingen,2015,Creatieve industrie en ICT,1,24
ROC Gilde Opleidingen,2015,Handel,0,318
ROC Gilde Opleidingen,2015,Handel,1,84
ROC Gilde Opleidingen,2015,"Mobiliteit, transport, logistiek, maritiem",0,235
ROC Gilde Opleidingen,2015,"Mobiliteit, transport, logistiek, maritiem",1,61
ROC Gilde Opleidingen,2015,Specialistisch vakmanschap ,0,43
ROC Gilde Opleidingen,2015,Specialistisch vakmanschap ,1,5
ROC Gilde Opleidingen,2015,Techniek en gebouwde omgeving,0,473
